aX,aY,aZ,gX,gY,gZ
-0.025,-0.088,0.939,1.648,-3.235,0.854
-0.014,-0.089,0.953,0.977,-2.869,1.648
0.011,-0.095,0.977,0.488,-2.075,2.686
0.036,-0.108,0.994,0.671,-1.282,2.625
0.049,-0.107,0.999,1.648,-0.549,1.587
0.048,-0.110,0.986,2.686,-0.122,0.732
0.032,-0.117,0.964,3.235,-0.305,-0.122
-0.003,-0.104,0.948,2.991,-1.221,-1.099
-0.034,-0.093,0.949,1.770,-1.282,-1.404
-0.044,-0.093,0.964,0.671,0.061,-0.610
-0.033,-0.087,0.977,-0.122,2.136,0.305
-0.016,-0.083,0.994,-0.305,2.930,0.916
0.002,-0.086,1.000,0.366,1.831,1.648
0.029,-0.087,0.992,1.770,0.916,1.953
0.042,-0.090,0.975,2.563,-0.244,1.160
0.033,-0.101,0.966,2.441,-1.099,0.122
0.008,-0.094,0.965,1.892,-0.122,-1.160
-0.027,-0.089,0.968,1.282,1.343,-2.136
-0.053,-0.090,0.976,0.977,2.136,-1.892
-0.063,-0.094,0.987,1.282,1.892,-1.404
-0.063,-0.087,0.988,1.953,0.854,-0.793
-0.051,-0.091,0.978,3.052,-0.488,0.305
-0.022,-0.100,0.959,4.272,-1.526,1.709
0.000,-0.101,0.942,4.456,-2.625,2.380
0.010,-0.104,0.931,4.150,-3.357,2.075
0.005,-0.105,0.928,2.808,-2.563,0.854
