aX,aY,aZ,gX,gY,gZ
-0.072,-0.981,-0.326,-2.197,-4.456,8.301
-0.062,-0.979,-0.318,-0.732,-4.333,4.089
-0.094,-1.000,-0.297,-0.305,-4.700,1.831
-0.121,-1.005,-0.287,0.671,-2.991,-0.549
-0.166,-0.987,-0.306,4.333,1.709,-0.549
-0.203,-0.957,-0.341,6.042,6.226,0.000
-0.204,-0.963,-0.341,3.845,4.944,1.404
-0.186,-0.983,-0.300,0.427,0.183,1.038
-0.179,-0.977,-0.282,-0.366,-5.066,-0.122
-0.167,-0.981,-0.288,0.305,-10.681,-0.488
-0.140,-0.970,-0.316,0.732,-15.198,-0.061
-0.118,-0.967,-0.334,1.038,-18.433,-0.488
-0.120,-0.965,-0.350,1.526,-18.005,-1.282
-0.124,-0.961,-0.363,2.380,-12.756,-1.038
-0.110,-0.976,-0.362,3.845,-7.690,1.221
-0.081,-0.980,-0.370,6.287,-3.540,2.747
-0.075,-0.973,-0.380,8.240,-0.366,1.892
-0.096,-0.966,-0.386,7.874,0.549,0.793
-0.097,-0.958,-0.406,6.226,-0.549,0.488
-0.107,-0.955,-0.401,3.113,-6.348,0.610
-0.108,-0.966,-0.383,0.366,-10.254,0.549
-0.096,-0.967,-0.374,-0.671,-10.498,0.732
-0.086,-0.973,-0.359,-0.977,-9.460,0.488
-0.078,-0.973,-0.355,-0.305,-6.775,0.366
-0.081,-0.948,-0.369,1.282,-2.625,0.427
-0.093,-0.941,-0.384,2.686,0.427,0.549
-0.097,-0.936,-0.397,2.380,1.648,0.977
-0.107,-0.943,-0.403,1.343,0.305,0.732
-0.119,-0.947,-0.391,0.122,-1.099,0.610
-0.131,-0.940,-0.405,-0.610,-1.160,1.404
-0.123,-0.948,-0.420,-2.441,-2.014,2.869
-0.102,-0.966,-0.402,-6.042,-5.493,2.747
-0.095,-0.986,-0.371,-7.751,-7.324,1.404
-0.092,-0.981,-0.356,-6.897,-5.737,0.610
-0.099,-0.981,-0.353,-5.066,-2.991,0.000
-0.098,-0.969,-0.364,-3.540,-1.709,-0.854
-0.107,-0.954,-0.375,-2.930,-2.625,-2.197
-0.105,-0.964,-0.361,-3.784,-3.967,-2.991
-0.101,-0.966,-0.351,-4.395,-3.784,-2.991
-0.096,-0.972,-0.342,-3.906,-1.953,-2.319
-0.099,-0.975,-0.337,-3.967,0.793,-1.770
-0.112,-0.969,-0.338,-4.395,3.052,-1.526
-0.115,-0.977,-0.326,-4.639,2.808,-1.709
-0.114,-0.989,-0.302,-3.723,1.282,-2.075
-0.117,-0.991,-0.299,-1.160,0.610,-1.282
-0.092,-0.990,-0.315,1.160,1.404,0.061
-0.084,-0.982,-0.335,2.747,2.502,0.488
-0.092,-0.971,-0.340,1.892,2.991,0.671
-0.129,-0.965,-0.332,-0.122,3.174,1.587
-0.123,-0.987,-0.319,-1.221,3.967,4.395
-0.113,-0.997,-0.300,-1.770,4.456,5.493
-0.099,-1.001,-0.301,-1.099,4.333,4.578
-0.096,-0.993,-0.311,0.061,3.052,2.686
-0.093,-0.992,-0.319,1.526,1.282,0.916
-0.097,-0.984,-0.321,3.174,0.610,-0.427
-0.109,-0.979,-0.330,4.700,1.709,-1.221
-0.124,-0.967,-0.343,5.432,2.808,-0.916
-0.130,-0.964,-0.348,4.517,2.197,-0.854
-0.137,-0.959,-0.351,3.479,0.977,-1.282
-0.158,-0.958,-0.347,2.014,0.549,-1.526
-0.153,-0.962,-0.347,0.610,1.099,-0.732
-0.147,-0.965,-0.343,0.244,0.427,-0.061
-0.139,-0.966,-0.343,0.366,-0.854,-0.610
-0.136,-0.971,-0.348,0.977,-1.953,-1.282
-0.134,-0.964,-0.353,1.709,-1.526,-0.732
-0.132,-0.968,-0.356,1.831,-0.122,0.427
-0.131,-0.969,-0.346,1.465,1.343,1.404
-0.123,-0.975,-0.347,1.587,2.441,2.197
-0.124,-0.974,-0.341,1.831,2.136,2.380
-0.123,-0.975,-0.333,1.526,1.587,1.526
-0.124,-0.970,-0.343,2.075,0.610,1.343
-0.126,-0.966,-0.352,1.404,-1.160,1.038
-0.127,-0.962,-0.343,0.061,-2.136,1.038
-0.116,-0.968,-0.337,-0.183,-1.648,1.953
-0.117,-0.958,-0.347,0.244,-0.549,2.747
